Tarih,Çalışma Grubu,İstasyon Adı,Model Ad,Sağlam(dz),Miktar (kg.),Ürün Grubu
 17.Feb.2023,GÜNDÜZ,A0014,CODE 3P.XX SHORT,10.50,3.300,PATİK
 17.Feb.2023,GÜNDÜZ,A0002,KALPLI SOKET,7.67,2.740,BAYAN SOKET
 17.Feb.2023,GÜNDÜZ,A0019,TEK NOKTA PATİK,10.92,2.320,BAYAN PATİK
 17.Feb.2023,GÜNDÜZ,A0031,3P-TENİS HAVLU,4.42,2.400,SOKET TENİS
 17.Feb.2023,GÜNDÜZ,A0017,DERBILI CEMBERLİ,4.00,0.000,BAYAN KISAKONC
 17.Feb.2023,GECE,A0008,3P-TENİS HAVLU,12.00,6.310,SOKET TENİS
 17.Feb.2023,GÜNDÜZ,A0012,CODE 3P.XX SHORT,10.83,3.280,PATİK
 17.Feb.2023,GÜNDÜZ,A0032,3P-TENİS HAVLU,7.92,4.160,SOKET TENİS
 17.Feb.2023,GÜNDÜZ,A0004,CARERA PATİK,9.00,0.000,ERKEK PATİK
 17.Feb.2023,GECE,A0013,CODE 3P.XX SHORT,14.58,4.600,PATİK
 17.Feb.2023,GECE,A0034,CARERA PATİK,13.00,0.000,ERKEK PATİK
 17.Feb.2023,GÜNDÜZ,A0010,CODE 3P.XX SHORT,11.25,2.800,PATİK
 17.Feb.2023,GÜNDÜZ,A0021,KDK CEMBER,9.33,1.820,BAYAN PATİK
 17.Feb.2023,GECE,A0011,KALPLI   BABET,14.00,2.410,ÇETİK
 17.Feb.2023,GECE,A0031,3P-TENİS HAVLU,12.33,6.550,SOKET TENİS
 17.Feb.2023,GÜNDÜZ,A0006,CARERA PATİK,10.00,0.000,ERKEK PATİK
 17.Feb.2023,GECE,A0026,KOPEK PATİK,20.00,0.000,BAYAN PATİK
 17.Feb.2023,GÜNDÜZ,A0015,CODE 3P.XX SHORT,10.58,3.290,PATİK
 17.Feb.2023,GECE,A0021,KDK CEMBER,9.92,1.970,BAYAN PATİK
 17.Feb.2023,GÜNDÜZ,A0018,DERBILI NOKTALI,2.00,0.000,BAYAN PATİK
 17.Feb.2023,GECE,A0016,CODE 3P.XX SHORT,15.75,4.910,PATİK
 17.Feb.2023,GECE,A0019,CEMBERLI PATIK,14.67,3.010,BAYAN PATİK
 17.Feb.2023,GÜNDÜZ,A0027,PUNALI SOKET,0.08,0.000,BAYAN SOKET
 17.Feb.2023,GÜNDÜZ,A0023,CEMBERLI YILDIZLI PATİK,9.33,2.400,BAYAN SOKET
 17.Feb.2023,GECE,A0028,PUNALI SOKET,11.83,4.210,BAYAN SOKET
 17.Feb.2023,GECE,A0024,2023-3,13.33,2.410,BAYAN BAMBU BABET
 17.Feb.2023,GÜNDÜZ,A0034,CARERA PATİK,10.00,0.000,ERKEK PATİK
 17.Feb.2023,GECE,A0010,CODE 3P.XX SHORT,18.08,4.380,PATİK
 17.Feb.2023,GECE,A0021,KDK CEMBER,6.33,1.190,BAYAN PATİK
 17.Feb.2023,GÜNDÜZ,A0003,CODE 3P.XX SHORT,10.42,2.790,PATİK
 17.Feb.2023,GECE,A0027,PUNALI SOKET,13.33,4.870,BAYAN SOKET
 17.Feb.2023,GECE,A0017,KOPEK PATİK,17.00,0.000,BAYAN PATİK
 17.Feb.2023,GÜNDÜZ,A0031,KARE  BABET,1.58,0.000,ÇETİK
 17.Feb.2023,GÜNDÜZ,A0024,2023-3,8.92,1.600,BAYAN BAMBU BABET
 17.Feb.2023,GÜNDÜZ,A0026,DERBILI CEMBERLİ,9.00,0.000,BAYAN KISAKONC
 17.Feb.2023,GÜNDÜZ,A0013,CODE 3P.XX SHORT,9.75,3.120,PATİK
 17.Feb.2023,GÜNDÜZ,A0029,PUNALI SOKET,7.92,2.900,BAYAN SOKET
 17.Feb.2023,GÜNDÜZ,A0036,3P-TENİS HAVLU,6.42,3.420,SOKET TENİS
 16.Feb.2023,GÜNDÜZ,A0002,KALPLI SOKET,7.58,2.730,BAYAN SOKET
 16.Feb.2023,GÜNDÜZ,A0009,TEK NOKTA PATİK,10.58,2.210,BAYAN PATİK
 16.Feb.2023,GECE,A0030,KALPLI SOKET,11.00,4.080,BAYAN SOKET
 16.Feb.2023,GECE,A0014,CODE 3P.XX SHORT,15.33,4.820,PATİK
 16.Feb.2023,GECE,A0024,2023-3,13.67,2.490,BAYAN BAMBU BABET
 16.Feb.2023,GÜNDÜZ,A0033,ZIGZAG   BABET,10.33,1.850,ÇETİK
 16.Feb.2023,GECE,A0015,CODE 3P.XX SHORT,15.75,4.900,PATİK
 16.Feb.2023,GECE,A0005,3P-TENİS HAVLU,12.08,6.380,SOKET TENİS
 16.Feb.2023,GECE,A0032,3P-TENİS HAVLU,9.58,5.080,SOKET TENİS
 16.Feb.2023,GECE,A0021,KDK CEMBER,16.50,3.270,BAYAN PATİK
 16.Feb.2023,GECE,A0006,CARERA PATİK,15.00,0.000,ERKEK PATİK
 16.Feb.2023,GECE,A0018,DERBILI NOKTALI,19.00,0.000,BAYAN PATİK
 16.Feb.2023,GECE,A0017,DERBILI CEMBERLİ,16.00,0.000,BAYAN KISAKONC
 16.Feb.2023,GÜNDÜZ,A0022,CEMBERLI YILDIZLI PATİK,30.75,8.480,BAYAN SOKET
 16.Feb.2023,GECE,A0012,CODE 3P.XX SHORT,16.58,5.040,PATİK
 16.Feb.2023,GÜNDÜZ,A0034,CARERA PATİK,10.00,0.000,ERKEK PATİK
 16.Feb.2023,GÜNDÜZ,A0026,DERBILI CEMBERLİ,12.00,0.000,BAYAN KISAKONC
 16.Feb.2023,GECE,A0011,KALPLI   BABET,12.33,2.120,ÇETİK
 16.Feb.2023,GECE,A0034,CARERA PATİK,13.00,0.000,ERKEK PATİK
 16.Feb.2023,GÜNDÜZ,A0016,CODE 3P.XX SHORT,10.67,3.330,PATİK
 16.Feb.2023,GECE,A0031,KARE  BABET,14.33,2.460,ÇETİK
 16.Feb.2023,GECE,A0029,PUNALI SOKET,10.17,4.060,BAYAN SOKET
 16.Feb.2023,GECE,A0013,CODE 3P.XX SHORT,15.08,4.720,PATİK
 16.Feb.2023,GÜNDÜZ,A0031,KARE  BABET,11.25,1.940,ÇETİK
 16.Feb.2023,GECE,A0004,CARERA PATİK,12.00,0.000,ERKEK PATİK
 16.Feb.2023,GÜNDÜZ,A0029,PUNALI SOKET,6.08,2.410,BAYAN SOKET
 16.Feb.2023,GECE,A0023,CEMBERLI YILDIZLI PATİK,14.17,3.740,BAYAN SOKET
 16.Feb.2023,GECE,A0033,ZIGZAG   BABET,13.92,2.490,ÇETİK
 16.Feb.2023,GÜNDÜZ,A0007,2023-3,6.83,1.130,BAYAN BAMBU BABET
 16.Feb.2023,GÜNDÜZ,A0010,CODE 3P.XX SHORT,5.08,1.270,PATİK
 16.Feb.2023,GÜNDÜZ,A0032,3P-TENİS HAVLU,4.33,2.300,SOKET TENİS
 16.Feb.2023,GECE,A0028,PUNALI SOKET,11.67,4.120,BAYAN SOKET
 16.Feb.2023,GÜNDÜZ,A0024,2023-3,6.92,1.250,BAYAN BAMBU BABET
 16.Feb.2023,GECE,A0001,KALPLI SOKET,12.42,4.350,BAYAN SOKET
 16.Feb.2023,GÜNDÜZ,A0013,CODE 3P.XX SHORT,10.08,3.180,PATİK
 16.Feb.2023,GECE,A0008,2023-3,13.08,2.190,BAYAN BAMBU BABET
 16.Feb.2023,GÜNDÜZ,A0036,3P-TENİS HAVLU,3.00,1.580,SOKET TENİS
 16.Feb.2023,GÜNDÜZ,A0021,KDK CEMBER,26.75,5.150,BAYAN PATİK
 16.Feb.2023,GÜNDÜZ,A0018,DERBILI NOKTALI,13.00,0.000,BAYAN PATİK
 16.Feb.2023,GECE,A0002,KALPLI SOKET,11.58,4.180,BAYAN SOKET
 16.Feb.2023,GECE,A0036,3P-TENİS HAVLU,11.58,6.150,SOKET TENİS
 16.Feb.2023,GÜNDÜZ,A0003,CODE 3P.XX SHORT,4.92,1.300,PATİK
 16.Feb.2023,GÜNDÜZ,A0004,CARERA PATİK,9.00,0.000,ERKEK PATİK
 16.Feb.2023,GÜNDÜZ,A0012,CODE 3P.XX SHORT,10.50,3.240,PATİK
 16.Feb.2023,GECE,A0003,CODE 3P.XX SHORT,15.83,4.330,PATİK
 16.Feb.2023,GECE,A0010,CODE 3P.XX SHORT,16.25,4.040,PATİK
 16.Feb.2023,GÜNDÜZ,A0019,TEK NOKTA PATİK,11.00,2.350,BAYAN PATİK
 16.Feb.2023,GÜNDÜZ,A0025,CARERA PATİK,9.00,0.000,ERKEK PATİK
 16.Feb.2023,GÜNDÜZ,A0015,CODE 3P.XX SHORT,10.83,3.370,PATİK
 16.Feb.2023,GECE,A0016,CODE 3P.XX SHORT,15.33,4.780,PATİK
 16.Feb.2023,GÜNDÜZ,A0028,PUNALI SOKET,8.08,2.780,BAYAN SOKET
 16.Feb.2023,GÜNDÜZ,A0001,KALPLI SOKET,7.83,2.780,BAYAN SOKET
 16.Feb.2023,GÜNDÜZ,A0020,CEMBERLI SOKET,6.67,2.470,BAYAN SOKET
 16.Feb.2023,GECE,A0035,CODE 3P.XX SHORT,16.17,5.040,PATİK
 16.Feb.2023,GÜNDÜZ,A0035,CODE 3P.XX SHORT,8.75,2.720,PATİK
 16.Feb.2023,GECE,A0026,DERBILI CEMBERLİ,16.00,0.000,BAYAN KISAKONC
 16.Feb.2023,GECE,A0009,TEK NOKTA PATİK,16.33,3.450,BAYAN PATİK
 16.Feb.2023,GECE,A0020,CEMBERLI SOKET,13.00,4.810,BAYAN SOKET
 16.Feb.2023,GÜNDÜZ,A0030,KALPLI SOKET,8.17,2.990,BAYAN SOKET
 16.Feb.2023,GECE,A0027,PUNALI SOKET,12.00,4.250,BAYAN SOKET
 16.Feb.2023,GÜNDÜZ,A0010,CODE 3P.XX SHORT,5.33,1.400,PATİK
 16.Feb.2023,GÜNDÜZ,A0008,2023-3,8.58,1.420,BAYAN BAMBU BABET
 16.Feb.2023,GECE,A0025,CARERA PATİK,11.00,0.000,ERKEK PATİK
 16.Feb.2023,GÜNDÜZ,A0006,CARERA PATİK,9.00,0.000,ERKEK PATİK
 16.Feb.2023,GECE,A0022,CEMBERLI YILDIZLI PATİK,14.58,3.990,BAYAN SOKET
 16.Feb.2023,GÜNDÜZ,A0014,CODE 3P.XX SHORT,10.67,3.340,PATİK
 16.Feb.2023,GÜNDÜZ,A0017,DERBILI CEMBERLİ,11.00,0.000,BAYAN KISAKONC
 16.Feb.2023,GÜNDÜZ,A0003,CODE 3P.XX SHORT,5.75,1.530,PATİK
 16.Feb.2023,GECE,A0007,2023-3,13.25,2.220,BAYAN BAMBU BABET
 16.Feb.2023,GECE,A0019,TEK NOKTA PATİK,16.92,3.580,BAYAN PATİK
 16.Feb.2023,GÜNDÜZ,A0005,3P-TENİS HAVLU,6.92,3.600,SOKET TENİS
 16.Feb.2023,GÜNDÜZ,A0011,KALPLI   BABET,8.75,1.500,ÇETİK
 16.Feb.2023,GÜNDÜZ,A0023,CEMBERLI YILDIZLI PATİK,25.17,6.600,BAYAN SOKET
 15.Feb.2023,GECE,A0024,KARE  BABET,23.67,4.100,ÇETİK
 15.Feb.2023,GECE,A0001,KALPLI SOKET,20.08,7.090,BAYAN SOKET
 15.Feb.2023,GECE,A0027,PUNALI SOKET,13.67,4.920,BAYAN SOKET
 15.Feb.2023,GECE,A0029,PUNALI SOKET,18.42,6.950,BAYAN SOKET
 15.Feb.2023,GECE,A0014,CODE 3P.XX SHORT,25.67,8.120,PATİK
 15.Feb.2023,GECE,A0012,CODE 3P.XX SHORT,27.58,8.350,PATİK
 15.Feb.2023,GECE,A0011,KALPLI   BABET,23.25,4.060,ÇETİK
 15.Feb.2023,GECE,A0019,TEK NOKTA PATİK,28.42,6.050,BAYAN PATİK
 15.Feb.2023,GECE,A0008,2023-3,21.75,3.600,BAYAN BAMBU BABET
 15.Feb.2023,GECE,A0036,3P-TENİS HAVLU,22.75,13.080,SOKET TENİS
 15.Feb.2023,GECE,A0016,CODE 3P.XX SHORT,27.08,8.500,PATİK
 15.Feb.2023,GECE,A0015,CODE 3P.XX SHORT,26.67,8.400,PATİK
 15.Feb.2023,GECE,A0020,CEMBERLI SOKET,23.75,8.120,BAYAN SOKET
 15.Feb.2023,GECE,A0006,CARERA PATİK,26.00,0.000,ERKEK PATİK
 15.Feb.2023,GECE,A0030,KALPLI SOKET,21.00,7.750,BAYAN SOKET
 15.Feb.2023,GECE,A0035,CODE 3P.XX SHORT,23.33,7.200,PATİK
 15.Feb.2023,GECE,A0005,3P-TENİS HAVLU,19.25,11.330,SOKET TENİS
 15.Feb.2023,GECE,A0025,CARERA PATİK,21.00,0.000,ERKEK PATİK
 15.Feb.2023,GECE,A0033,ZIGZAG   BABET,23.67,4.200,ÇETİK
 15.Feb.2023,GECE,A0007,ZIGZAG   BABET,22.17,3.920,ÇETİK
 15.Feb.2023,GECE,A0032,3P-TENİS HAVLU,14.75,8.690,SOKET TENİS
 15.Feb.2023,GECE,A0010,CODE 3P.XX SHORT,28.67,7.500,PATİK
 15.Feb.2023,GECE,A0018,DERBILI NOKTALI,5.00,0.000,BAYAN PATİK
 15.Feb.2023,GECE,A0031,KARE  BABET,23.33,4.000,ÇETİK
 15.Feb.2023,GECE,A0013,CODE 3P.XX SHORT,25.67,8.150,PATİK
 15.Feb.2023,GECE,A0017,DERBILI CEMBERLİ,22.00,0.000,BAYAN KISAKONC
 15.Feb.2023,GECE,A0021,KDK CEMBER,14.92,2.950,BAYAN PATİK
 15.Feb.2023,GECE,A0009,TEK NOKTA PATİK,28.33,6.000,BAYAN PATİK
 15.Feb.2023,GECE,A0003,CODE 3P.XX SHORT,27.67,7.380,PATİK
 15.Feb.2023,GECE,A0018,DERBILI NOKTALI,28.00,0.000,BAYAN PATİK
 15.Feb.2023,GECE,A0026,DERBILI CEMBERLİ,25.00,0.000,BAYAN KISAKONC
 15.Feb.2023,GECE,A0004,CARERA PATİK,24.00,0.000,ERKEK PATİK
 15.Feb.2023,GECE,A0002,KALPLI SOKET,20.42,7.420,BAYAN SOKET
 15.Feb.2023,GECE,A0034,CARERA PATİK,24.00,0.000,ERKEK PATİK
 15.Feb.2023,GECE,A0028,PUNALI SOKET,20.75,7.250,BAYAN SOKET
 14.Feb.2023,GECE,A0009,TEK NOKTA PATİK,12.83,2.650,BAYAN PATİK
 14.Feb.2023,GECE,A0020,CEMBERLI SOKET,11.33,3.780,BAYAN SOKET
 14.Feb.2023,GÜNDÜZ,A0030,KALPLI SOKET,8.33,3.150,BAYAN SOKET
 14.Feb.2023,GECE,A0004,CARERA PATİK,13.00,0.000,ERKEK PATİK
 14.Feb.2023,GECE,A0003,CODE 3P.XX SHORT,16.17,4.320,PATİK
 14.Feb.2023,GÜNDÜZ,A0016,CODE 3P.XX SHORT,10.83,3.410,PATİK
 14.Feb.2023,GECE,A0010,CODE 3P.XX SHORT,16.17,4.250,PATİK
 14.Feb.2023,GECE,A0021,KDK CEMBER,16.58,3.250,BAYAN PATİK
 14.Feb.2023,GÜNDÜZ,A0009,TEK NOKTA PATİK,11.17,2.410,BAYAN PATİK
 14.Feb.2023,GÜNDÜZ,A0032,3P-TENİS HAVLU,8.17,4.780,SOKET TENİS
 14.Feb.2023,GECE,A0018,DERBILI NOKTALI,18.00,0.000,BAYAN PATİK
 14.Feb.2023,GÜNDÜZ,A0004,CARERA PATİK,10.00,0.000,ERKEK PATİK
 14.Feb.2023,GÜNDÜZ,A0020,CEMBERLI SOKET,9.58,2.800,BAYAN SOKET
 14.Feb.2023,GECE,A0030,KALPLI SOKET,11.67,4.400,BAYAN SOKET
 14.Feb.2023,GECE,A0009,TEK NOKTA PATİK,2.67,0.580,BAYAN PATİK
 14.Feb.2023,GECE,A0031,KARE  BABET,13.92,2.390,ÇETİK
 14.Feb.2023,GECE,A0019,TEK NOKTA PATİK,10.08,2.120,BAYAN PATİK
 14.Feb.2023,GÜNDÜZ,A0029,PUNALI SOKET,7.83,2.900,BAYAN SOKET
 14.Feb.2023,GÜNDÜZ,A0001,KALPLI SOKET,8.33,2.950,BAYAN SOKET
 14.Feb.2023,GECE,A0034,CARERA PATİK,14.00,0.000,ERKEK PATİK
 14.Feb.2023,GECE,A0008,KAMUFLAJ  BABET,3.42,0.600,ÇETİK
 14.Feb.2023,GECE,A0032,3P-TENİS HAVLU,10.58,6.250,SOKET TENİS
 14.Feb.2023,GECE,A0014,CODE 3P.XX SHORT,16.08,4.990,PATİK
 14.Feb.2023,GECE,A0011,KALPLI   BABET,13.08,2.250,ÇETİK
 14.Feb.2023,GÜNDÜZ,A0027,PUNALI SOKET,7.83,2.790,BAYAN SOKET
 14.Feb.2023,GÜNDÜZ,A0010,CODE 3P.XX SHORT,11.33,2.920,PATİK
 14.Feb.2023,GÜNDÜZ,A0003,CODE 3P.XX SHORT,7.25,1.950,PATİK
 14.Feb.2023,GECE,A0024,KARE  BABET,14.08,2.430,ÇETİK
 14.Feb.2023,GÜNDÜZ,A0028,PUNALI SOKET,8.33,2.880,BAYAN SOKET
 14.Feb.2023,GÜNDÜZ,A0002,KALPLI SOKET,8.17,2.950,BAYAN SOKET
 14.Feb.2023,GÜNDÜZ,A0022,2023-2,10.25,2.200,SNİCKERS
 14.Feb.2023,GECE,A0013,CODE 3P.XX SHORT,15.42,4.950,PATİK
 14.Feb.2023,GECE,A0028,PUNALI SOKET,12.33,4.290,BAYAN SOKET
 14.Feb.2023,GECE,A0022,2023-2,13.83,3.000,SNİCKERS
 14.Feb.2023,GÜNDÜZ,A0013,CODE 3P.XX SHORT,10.50,3.330,PATİK
 14.Feb.2023,GÜNDÜZ,A0014,CODE 3P.XX SHORT,10.42,3.210,PATİK
 14.Feb.2023,GÜNDÜZ,A0026,DERBILI CEMBERLİ,11.00,0.000,BAYAN KISAKONC
 14.Feb.2023,GÜNDÜZ,A0015,CODE 3P.XX SHORT,10.92,3.420,PATİK
 14.Feb.2023,GÜNDÜZ,A0012,CODE 3P.XX SHORT,11.17,3.380,PATİK
 14.Feb.2023,GÜNDÜZ,A0005,3P-TENİS HAVLU,8.17,4.850,SOKET TENİS
 14.Feb.2023,GECE,A0027,PUNALI SOKET,12.00,4.290,BAYAN SOKET
 14.Feb.2023,GECE,A0008,2023-3,9.17,1.500,BAYAN BAMBU BABET
 14.Feb.2023,GECE,A0029,PUNALI SOKET,11.58,4.390,BAYAN SOKET
 14.Feb.2023,GÜNDÜZ,A0021,KDK CEMBER,11.83,2.330,BAYAN PATİK
 14.Feb.2023,GÜNDÜZ,A0035,CODE 3P.XX SHORT,10.67,3.280,PATİK
 14.Feb.2023,GÜNDÜZ,A0025,CARERA PATİK,7.00,0.000,ERKEK PATİK
 14.Feb.2023,GÜNDÜZ,A0007,ZIGZAG   BABET,9.00,1.600,ÇETİK
 14.Feb.2023,GECE,A0006,CARERA PATİK,13.00,0.000,ERKEK PATİK
 14.Feb.2023,GECE,A0019,TEK NOKTA PATİK,6.92,1.450,BAYAN PATİK
 14.Feb.2023,GECE,A0007,ZIGZAG   BABET,13.25,2.350,ÇETİK
 14.Feb.2023,GECE,A0036,3P-TENİS HAVLU,11.42,6.770,SOKET TENİS
 14.Feb.2023,GECE,A0026,DERBILI CEMBERLİ,18.00,0.000,BAYAN KISAKONC
 14.Feb.2023,GÜNDÜZ,A0006,CARERA PATİK,11.00,0.000,ERKEK PATİK
 14.Feb.2023,GÜNDÜZ,A0031,KARE  BABET,9.17,1.600,ÇETİK
 14.Feb.2023,GECE,A0012,CODE 3P.XX SHORT,16.42,4.990,PATİK
 14.Feb.2023,GECE,A0025,CARERA PATİK,12.00,0.000,ERKEK PATİK
 14.Feb.2023,GÜNDÜZ,A0034,CARERA PATİK,10.00,0.000,ERKEK PATİK
 14.Feb.2023,GECE,A0015,CODE 3P.XX SHORT,15.75,4.930,PATİK
 14.Feb.2023,GECE,A0033,ZIGZAG   BABET,14.25,2.500,ÇETİK
 14.Feb.2023,GÜNDÜZ,A0011,KALPLI   BABET,11.42,1.960,ÇETİK
 14.Feb.2023,GECE,A0001,KALPLI SOKET,11.58,4.150,BAYAN SOKET
 14.Feb.2023,GÜNDÜZ,A0024,KARE  BABET,10.33,1.780,ÇETİK
 14.Feb.2023,GECE,A0002,KALPLI SOKET,12.08,4.350,BAYAN SOKET
 14.Feb.2023,GÜNDÜZ,A0008,KAMUFLAJ  BABET,9.25,1.630,ÇETİK
 14.Feb.2023,GECE,A0017,DERBILI CEMBERLİ,2.00,0.000,BAYAN KISAKONC
 14.Feb.2023,GÜNDÜZ,A0023,2023-2,9.92,2.160,SNİCKERS
 14.Feb.2023,GÜNDÜZ,A0036,3P-TENİS HAVLU,7.83,4.620,SOKET TENİS
 14.Feb.2023,GÜNDÜZ,A0033,ZIGZAG   BABET,9.42,1.650,ÇETİK
 14.Feb.2023,GECE,A0016,CODE 3P.XX SHORT,15.75,4.950,PATİK
 14.Feb.2023,GÜNDÜZ,A0017,DERBILI CEMBERLİ,7.00,0.000,BAYAN KISAKONC
 14.Feb.2023,GÜNDÜZ,A0018,DERBILI NOKTALI,14.00,0.000,BAYAN PATİK
 14.Feb.2023,GECE,A0005,3P-TENİS HAVLU,11.08,6.550,SOKET TENİS
 14.Feb.2023,GECE,A0035,CODE 3P.XX SHORT,16.25,5.000,PATİK
 13.Feb.2023,GECE,A0010,CODE 3P.XX SHORT,16.83,4.310,PATİK
 13.Feb.2023,GÜNDÜZ,A0016,CODE 3P.XX SHORT,12.67,3.900,PATİK
 13.Feb.2023,GÜNDÜZ,A0015,CODE 3P.XX SHORT,12.50,3.900,PATİK
 13.Feb.2023,GECE,A0029,PUNALI SOKET,11.42,4.290,BAYAN SOKET
 13.Feb.2023,GECE,A0015,CODE 3P.XX SHORT,15.50,4.890,PATİK
 13.Feb.2023,GECE,A0028,PUNALI SOKET,12.25,4.330,BAYAN SOKET
 13.Feb.2023,GÜNDÜZ,A0030,KALPLI SOKET,8.58,3.200,BAYAN SOKET
 13.Feb.2023,GECE,A0032,3P-TENİS HAVLU,11.50,6.850,SOKET TENİS
 13.Feb.2023,GÜNDÜZ,A0008,KAMUFLAJ  BABET,10.83,1.900,ÇETİK
 13.Feb.2023,GECE,A0012,CODE 3P.XX SHORT,15.67,4.840,PATİK
 13.Feb.2023,GECE,A0007,CEMBERLI BABET,4.08,0.700,ÇETİK
 13.Feb.2023,GECE,A0027,PUNALI SOKET,12.08,4.200,BAYAN SOKET
 13.Feb.2023,GECE,A0018,DERBILI NOKTALI,18.00,0.000,BAYAN PATİK
 13.Feb.2023,GÜNDÜZ,A0027,PUNALI SOKET,8.25,2.900,BAYAN SOKET
 13.Feb.2023,GÜNDÜZ,A0033,KÜÇÜK YILDIZ BABET,9.58,1.700,ÇETİK
 13.Feb.2023,GÜNDÜZ,A0032,3P-TENİS HAVLU,8.92,5.300,SOKET TENİS
 13.Feb.2023,GECE,A0016,CODE 3P.XX SHORT,15.08,4.770,PATİK
 13.Feb.2023,GECE,A0020,CEMBERLI SOKET,12.83,4.620,BAYAN SOKET
 13.Feb.2023,GÜNDÜZ,A0010,CODE 3P.XX SHORT,12.67,3.300,PATİK
 13.Feb.2023,GECE,A0022,2023-2,14.83,3.228,SNİCKERS
 13.Feb.2023,GÜNDÜZ,A0011,CEMBERLI BABET,10.75,1.900,ÇETİK
 13.Feb.2023,GECE,A0023,2023-2,17.00,3.720,SNİCKERS
 13.Feb.2023,GECE,A0014,CODE 3P.XX SHORT,14.83,4.580,PATİK
 13.Feb.2023,GÜNDÜZ,A0002,KALPLI SOKET,9.58,3.570,BAYAN SOKET
 13.Feb.2023,GECE,A0019,TEK NOKTA PATİK,15.50,3.260,BAYAN PATİK
 13.Feb.2023,GECE,A0006,CARERA PATİK,14.00,0.000,ERKEK PATİK
 13.Feb.2023,GÜNDÜZ,A0017,DERBILI CEMBERLİ,13.00,0.000,BAYAN KISAKONC
 13.Feb.2023,GÜNDÜZ,A0001,KALPLI SOKET,9.75,3.400,BAYAN SOKET
 13.Feb.2023,GECE,A0021,KDK CEMBER,20.33,3.980,BAYAN PATİK
 13.Feb.2023,GÜNDÜZ,A0006,CARERA PATİK,12.00,0.000,ERKEK PATİK
 13.Feb.2023,GÜNDÜZ,A0021,KISAKONC SİM ÇEMBER,4.17,1.250,BAYAN PATİK
 13.Feb.2023,GECE,A0003,CODE 3P.XX SHORT,16.17,4.460,PATİK
 13.Feb.2023,GECE,A0031,BUYUK  YILDIZ BABET,6.92,1.200,ÇETİK
 13.Feb.2023,GECE,A0024,DALMACYA  BABET,12.67,2.150,ÇETİK
 13.Feb.2023,GÜNDÜZ,A0005,3P-TENİS HAVLU,9.58,5.600,SOKET TENİS
 13.Feb.2023,GECE,A0002,KALPLI SOKET,11.50,4.330,BAYAN SOKET
 13.Feb.2023,GECE,A0031,KARE  BABET,6.33,1.090,ÇETİK
 13.Feb.2023,GECE,A0033,KÜÇÜK YILDIZ BABET,10.67,1.880,ÇETİK
 13.Feb.2023,GÜNDÜZ,A0007,CEMBERLI BABET,10.83,1.850,ÇETİK
 13.Feb.2023,GÜNDÜZ,A0018,DERBILI NOKTALI,7.00,0.000,BAYAN PATİK
 13.Feb.2023,GECE,A0005,3P-TENİS HAVLU,11.17,6.530,SOKET TENİS
 13.Feb.2023,GÜNDÜZ,A0022,2023-2,11.92,2.580,SNİCKERS
 13.Feb.2023,GÜNDÜZ,A0026,DERBILI CEMBERLİ,12.00,0.000,BAYAN KISAKONC
 13.Feb.2023,GÜNDÜZ,A0019,TEK NOKTA PATİK,9.92,2.090,BAYAN PATİK
 13.Feb.2023,GÜNDÜZ,A0003,CODE 3P.XX SHORT,12.75,3.500,PATİK
 13.Feb.2023,GECE,A0035,CODE 3P.XX SHORT,11.75,3.600,PATİK
 13.Feb.2023,GECE,A0004,CARERA PATİK,11.00,0.000,ERKEK PATİK
 13.Feb.2023,GECE,A0026,DERBILI CEMBERLİ,13.00,0.000,BAYAN KISAKONC
 13.Feb.2023,GÜNDÜZ,A0014,CODE 3P.XX SHORT,12.75,3.950,PATİK
 13.Feb.2023,GÜNDÜZ,A0028,PUNALI SOKET,8.33,2.900,BAYAN SOKET
 13.Feb.2023,GECE,A0011,CEMBERLI BABET,10.92,1.930,ÇETİK
 13.Feb.2023,GECE,A0009,TEK NOKTA PATİK,16.58,3.590,BAYAN PATİK
 13.Feb.2023,GECE,A0034,CARERA PATİK,9.00,0.000,ERKEK PATİK
 13.Feb.2023,GÜNDÜZ,A0035,CODE 3P.XX SHORT,6.67,2.050,PATİK
 13.Feb.2023,GÜNDÜZ,A0029,PUNALI SOKET,7.33,2.700,BAYAN SOKET
 13.Feb.2023,GECE,A0030,KALPLI SOKET,12.17,4.530,BAYAN SOKET
 13.Feb.2023,GÜNDÜZ,A0004,CARERA PATİK,10.00,0.000,ERKEK PATİK
 13.Feb.2023,GECE,A0013,CODE 3P.XX SHORT,14.67,4.700,PATİK
 13.Feb.2023,GÜNDÜZ,A0009,TEK NOKTA PATİK,13.17,2.850,BAYAN PATİK
 13.Feb.2023,GÜNDÜZ,A0013,CODE 3P.XX SHORT,11.25,3.580,PATİK
 13.Feb.2023,GECE,A0033,ZIGZAG   BABET,2.92,0.510,ÇETİK
 13.Feb.2023,GECE,A0025,CARERA PATİK,13.00,0.000,ERKEK PATİK
 13.Feb.2023,GECE,A0001,KALPLI SOKET,12.33,4.340,BAYAN SOKET
 13.Feb.2023,GÜNDÜZ,A0012,CODE 3P.XX SHORT,12.83,3.920,PATİK
 13.Feb.2023,GÜNDÜZ,A0034,CARERA PATİK,11.00,0.000,ERKEK PATİK
 13.Feb.2023,GECE,A0017,DERBILI CEMBERLİ,15.00,0.000,BAYAN KISAKONC
