Tarih,Çalışma Grubu,İstasyon Adı,Sağlam(dz),Miktar (kg.),Ürün Grubu,Model Ad
 11.Jan.2023,GÜNDÜZ,A0033,3.50,1.470,BAYAN SOKET,DENIZ MAHSULLERİ
 03.Feb.2023,GECE,A0033,13.92,2.520,BAYAN BAMBU BABET,2023-3
 08.Feb.2023,GECE,A0019,16.50,3.630,BAYAN PATİK,BAYAN KONC SIMLI CEMBER
 20.Feb.2023,GÜNDÜZ,A0028,8.08,2.830,BAYAN SOKET,PUNALI SOKET
 17.Jan.2023,GÜNDÜZ,A0032,6.42,2.060,PATİK,CODE 3P.XX SHORT
 24.Jan.2023,GÜNDÜZ,A0011,9.67,2.130,SNİCKERS,2023-2
 17.Feb.2023,GECE,A0009,14.58,3.060,BAYAN PATİK,KABARTMA EKOSE
 22.Feb.2023,GÜNDÜZ,A0026,14.00,0.000,BAYAN PATİK,KOPEK PATİK
 16.Jan.2023,GECE,A0013,15.08,4.730,PATİK,CODE 3P.XX SHORT
 15.Jan.2023,GÜNDÜZ,A0025,11.50,3.570,PATİK,CODE 3P.XX SHORT
 11.Jan.2023,GÜNDÜZ,A0035,8.67,3.340,BAYAN SOKET,TEK ARI
 09.Feb.2023,GECE,A0017,17.00,0.000,BAYAN KISAKONC,DERBILI CEMBERLİ
 14.Feb.2023,GÜNDÜZ,A0032,8.17,4.780,SOKET TENİS,3P-TENİS HAVLU
 10.Feb.2023,GECE,A0018,28.00,0.000,BAYAN PATİK,DERBILI NOKTALI
 19.Jan.2023,GECE,A0025,14.92,4.720,PATİK,CODE 3P.XX SHORT
 10.Jan.2023,GECE,A0011,13.58,3.190,SNİCKERS,2023-2
 13.Feb.2023,GECE,A0032,11.50,6.850,SOKET TENİS,3P-TENİS HAVLU
 25.Jan.2023,GÜNDÜZ,A0009,11.50,2.980,PATİK,CODE 3P.XX SHORT
 03.Feb.2023,GÜNDÜZ,A0020,10.00,2.790,PATİK,CODE 3P.XX SHORT
 06.Jan.2023,GÜNDÜZ,A0021,7.25,2.700,BAYAN SOKET,FLORAL ANKLE
 02.Jan.2023,GÜNDÜZ,A0003,10.00,3.460,BAYAN SOKET,3 LU DERBILI PURPLE/PINK
 27.Jan.2023,GÜNDÜZ,A0012,9.33,2.800,PATİK,CODE 3P.XX SHORT
 14.Feb.2023,GÜNDÜZ,A0009,11.17,2.410,BAYAN PATİK,TEK NOKTA PATİK
 09.Feb.2023,GECE,A0021,14.75,4.480,BAYAN PATİK,KISAKONC SİM ÇEMBER
 26.Jan.2023,GÜNDÜZ,A0035,16.92,5.270,PATİK,CODE 3P.XX SHORT
 09.Jan.2023,GÜNDÜZ,A0012,10.17,3.490,BAYAN SOKET,2023-1
 21.Feb.2023,GECE,A0014,16.00,5.020,PATİK,CODE 3P.XX SHORT
 01.Feb.2023,GÜNDÜZ,A0012,11.33,3.390,PATİK,CODE 3P.XX SHORT
 06.Jan.2023,GECE,A0020,12.00,4.210,BAYAN SOKET,3 LU DERBILI PURPLE/PINK
 21.Feb.2023,GÜNDÜZ,A0013,10.25,3.240,PATİK,CODE 3P.XX SHORT
 08.Feb.2023,GÜNDÜZ,A0027,8.33,2.980,BAYAN SOKET,PUNALI SOKET
 06.Jan.2023,GECE,A0027,12.83,4.080,BAYAN SOKET,MANTAR DESEN
 05.Feb.2023,GECE,A0028,22.08,6.900,KISA KONÇ,KISAKONC
 22.Feb.2023,GECE,A0008,10.33,6.720,SOKET TENİS,3P-TENİS HAVLU
 17.Jan.2023,GÜNDÜZ,A0002,6.58,2.550,BAYAN SOKET,FLORAL ANKLE
 16.Feb.2023,GECE,A0021,16.50,3.270,BAYAN PATİK,KDK CEMBER
 11.Jan.2023,GÜNDÜZ,A0019,8.50,2.840,BAYAN SOKET,3 LU DERBILI PURPLE/PINK
 13.Jan.2023,GÜNDÜZ,A0016,9.25,3.280,BAYAN SOKET,2023-1
 30.Jan.2023,GÜNDÜZ,A0004,5.42,1.950,KISA KONÇ,KISAKONC
 13.Feb.2023,GÜNDÜZ,A0030,8.58,3.200,BAYAN SOKET,KALPLI SOKET
 16.Jan.2023,GECE,A0022,14.67,3.410,SNİCKERS,2023-2
 02.Feb.2023,GÜNDÜZ,A0020,10.83,3.060,PATİK,CODE 3P.XX SHORT
 09.Jan.2023,GÜNDÜZ,A0018,11.00,0.000,BAYAN PATİK,BAYAN SIMLI PUANLI PATIK
 16.Jan.2023,GÜNDÜZ,A0027,8.83,2.870,BAYAN SOKET,MANTAR DESEN
 07.Jan.2023,GECE,A0024,5.50,2.120,BAYAN SOKET,FLAMINGO SOKET
 11.Jan.2023,GECE,A0009,17.75,4.220,BAYAN SOKET,POLKA DOTA TRAINER BLUE
 01.Feb.2023,GECE,A0036,11.75,5.480,SOKET TENİS,SÜPERCITY TENIS
 01.Feb.2023,GECE,A0032,5.33,3.300,BAYAN ERKEK HAVLU,HAVLU TENIS
 02.Feb.2023,GECE,A0026,17.00,0.000,BAYAN PATİK,KARE SIMLI PATİK
 19.Jan.2023,GÜNDÜZ,A0001,9.17,2.480,BAYAN SOKET,EDGE FRIIL
 30.Jan.2023,GECE,A0007,14.83,3.090,SNİCKERS,2023-2
 14.Feb.2023,GECE,A0021,16.58,3.250,BAYAN PATİK,KDK CEMBER
 30.Jan.2023,GECE,A0021,15.00,4.280,BAYAN PATİK,KISAKONC SİM ÇEMBER
 09.Feb.2023,GECE,A0019,7.17,1.500,BAYAN PATİK,TEK NOKTA PATİK
 12.Jan.2023,GÜNDÜZ,A0007,4.50,1.800,BAYAN SOKET,DENIZ MAHSULLERİ
 20.Feb.2023,GECE,A0004,22.00,0.000,ERKEK PATİK,CARERA PATİK
 20.Feb.2023,GECE,A0014,28.00,8.990,PATİK,CODE 3P.XX SHORT
 01.Feb.2023,GÜNDÜZ,,0.00,0.000,,
 06.Feb.2023,GECE,A0005,11.67,6.840,SOKET TENİS,3P-TENİS HAVLU
 24.Jan.2023,GÜNDÜZ,A0005,9.83,2.280,SNİCKERS,2023-2
 19.Jan.2023,GÜNDÜZ,A0036,7.33,3.400,BAYAN SOKET,KÜÇÜK  KALP
 24.Jan.2023,GÜNDÜZ,A0025,10.50,3.260,PATİK,CODE 3P.XX SHORT
 14.Feb.2023,GECE,A0010,16.17,4.250,PATİK,CODE 3P.XX SHORT
 07.Feb.2023,GÜNDÜZ,A0021,9.92,3.020,BAYAN PATİK,KISAKONC SİM ÇEMBER
 22.Jan.2023,GECE,A0019,26.50,7.620,KISA KONÇ,KISAKONC
 05.Jan.2023,GECE,A0031,9.00,1.560,ÇETİK,3PK LOW CUT NO SHOW SOCKS
 11.Jan.2023,GECE,A0010,12.92,4.300,BAYAN SOKET,DALMACYA RENKLI
 20.Feb.2023,GÜNDÜZ,A0012,11.00,3.460,PATİK,CODE 3P.XX SHORT
 12.Feb.2023,GECE,A0019,23.67,4.800,BAYAN PATİK,TEK NOKTA PATİK
 01.Feb.2023,GÜNDÜZ,A0018,9.00,0.000,BAYAN PATİK,KARE SIMLI PATİK
 20.Feb.2023,GÜNDÜZ,A0019,6.00,0.000,BAYAN PATİK,CEMBERLI PATIK
 10.Jan.2023,GÜNDÜZ,A0035,8.08,3.200,BAYAN SOKET,TEK ARI
 18.Jan.2023,GECE,A0034,14.00,0.000,ERKEK PATİK,CARERA PATİK
 09.Jan.2023,GECE,A0019,12.25,4.060,BAYAN SOKET,3 LU DERBILI PURPLE/PINK
 22.Feb.2023,GÜNDÜZ,A0035,11.33,3.460,PATİK,CODE 3P.XX SHORT
 13.Jan.2023,GÜNDÜZ,A0017,10.00,0.000,BAYAN KISAKONC,TUBE CEMBERLI 
 07.Feb.2023,GÜNDÜZ,A0029,3.67,1.390,BAYAN SOKET,PUNALI SOKET
 27.Jan.2023,GECE,A0019,16.42,4.850,KISA KONÇ,KISAKONC
 20.Feb.2023,GECE,A0023,14.42,3.710,BAYAN PATİK,KAMUFLAJ PATIK
 01.Feb.2023,GECE,A0026,5.00,0.000,BAYAN PATİK,BAYAN KÜÇÜK NOKTA
 06.Feb.2023,GÜNDÜZ,A0025,10.00,3.540,KISA KONÇ,KISAKONC
 30.Jan.2023,GECE,A0020,16.75,4.680,PATİK,CODE 3P.XX SHORT
 08.Feb.2023,GÜNDÜZ,A0023,9.92,2.140,SNİCKERS,2023-2
 06.Jan.2023,GÜNDÜZ,A0027,8.00,2.620,BAYAN SOKET,MANTAR DESEN
 24.Jan.2023,GÜNDÜZ,A0035,0.08,2.940,PATİK,CODE 3P.XX SHORT
 06.Feb.2023,GÜNDÜZ,A0007,9.50,1.640,ÇETİK,CEMBERLI BABET
 24.Jan.2023,GECE,A0008,14.75,3.020,SNİCKERS,2023-2
 25.Jan.2023,GECE,A0027,15.75,4.420,PATİK,CODE 3P.XX SHORT
 31.Jan.2023,GECE,A0005,12.92,6.480,SOKET TENİS,3P-TENİS HAVLU
 11.Jan.2023,GECE,A0018,15.00,0.000,BAYAN PATİK,BAYAN SIMLI PUANLI PATIK
 17.Feb.2023,GECE,A0019,0.83,0.000,BAYAN PATİK,TEK NOKTA PATİK
 04.Jan.2023,GECE,A0025,19.92,7.400,BAYAN SOKET,FLAMINGO SOKET
 17.Feb.2023,GÜNDÜZ,A0028,7.50,2.950,BAYAN SOKET,PUNALI SOKET
 20.Jan.2023,GECE,A0008,15.08,3.050,SNİCKERS,2023-2
 09.Jan.2023,GÜNDÜZ,A0010,8.08,2.800,BAYAN SOKET,DALMACYA RENKLI
 19.Jan.2023,GECE,A0019,2.83,0.999,BAYAN SOKET,RIB ANKLE PURPLE
 19.Jan.2023,GÜNDÜZ,A0008,10.08,2.030,SNİCKERS,2023-2
 24.Jan.2023,GECE,A0033,12.17,2.190,BAYAN BAMBU BABET,2023-3
 10.Jan.2023,GECE,A0013,11.83,4.740,BAYAN SOKET,EKRU ÇOK ARI
 19.Jan.2023,GÜNDÜZ,A0029,7.50,1.970,PATİK,CODE 3P.XX SHORT
 17.Jan.2023,GECE,A0023,15.33,5.340,BAYAN SOKET,2023-1
 07.Feb.2023,GECE,A0007,14.08,2.380,ÇETİK,CEMBERLI BABET
 13.Jan.2023,GECE,A0033,9.00,3.640,BAYAN SOKET,DENIZ MAHSULLERİ
 21.Feb.2023,GECE,A0005,10.67,6.740,SOKET TENİS,3P-TENİS HAVLU
 13.Feb.2023,GECE,A0028,12.25,4.330,BAYAN SOKET,PUNALI SOKET
 25.Jan.2023,GECE,A0017,2.00,0.000,BAYAN PATİK,BAYAN SIMLI KARELI  PATIK
 22.Feb.2023,GECE,A0002,13.33,4.680,BAYAN SOKET,KALPLI SOKET
 20.Feb.2023,GECE,A0032,20.00,10.700,SOKET TENİS,3P-TENİS HAVLU
 16.Feb.2023,GECE,A0032,9.58,5.080,SOKET TENİS,3P-TENİS HAVLU
 20.Jan.2023,GECE,A0013,15.25,4.770,PATİK,CODE 3P.XX SHORT
 09.Jan.2023,GÜNDÜZ,A0029,7.67,3.080,BAYAN SOKET,FLORAL ANKLE
 05.Jan.2023,GÜNDÜZ,A0009,8.58,3.190,BAYAN SOKET,POLKA DOTA ANKLE BLUE
 16.Feb.2023,GECE,A0005,12.08,6.380,SOKET TENİS,3P-TENİS HAVLU
 25.Jan.2023,GÜNDÜZ,A0015,10.67,3.320,PATİK,CODE 3P.XX SHORT
 08.Jan.2023,GÜNDÜZ,A0021,17.67,6.410,BAYAN SOKET,FLORAL ANKLE
 10.Jan.2023,GÜNDÜZ,A0033,7.50,3.040,BAYAN SOKET,DENIZ MAHSULLERİ
 02.Feb.2023,GECE,A0027,13.67,4.370,KISA KONÇ,KISAKONC
 23.Jan.2023,GECE,A0014,14.75,4.550,PATİK,CODE 3P.XX SHORT
 31.Jan.2023,GECE,A0010,14.17,4.670,BAYAN SOKET,WHITE HEEL TOE ANKLE
 31.Jan.2023,GECE,A0023,14.83,3.500,SNİCKERS,2023-2
 11.Jan.2023,GECE,A0005,11.92,4.770,BAYAN SOKET,MAVI COKLU ARI
 20.Jan.2023,GÜNDÜZ,A0009,10.25,2.500,PATİK,CODE 3P.XX SHORT
 16.Jan.2023,GECE,A0032,14.33,4.500,PATİK,CODE 3P.XX SHORT
 22.Jan.2023,GECE,A0036,1.92,0.890,BAYAN SOKET,KÜÇÜK  KALP
 16.Jan.2023,GÜNDÜZ,A0015,10.58,3.710,BAYAN SOKET,2023-1
 10.Jan.2023,GECE,A0004,3.00,1.150,BAYAN SOKET,TEK  PAPTYA
 17.Jan.2023,GÜNDÜZ,A0021,11.50,2.740,PATİK,CODE 3P.XX SHORT
 10.Jan.2023,GECE,A0014,7.42,2.900,BAYAN SOKET,DALLI   PAPTYA
 12.Jan.2023,GÜNDÜZ,A0005,8.42,3.280,BAYAN SOKET,MAVI COKLU ARI
 17.Jan.2023,GÜNDÜZ,A0019,8.17,2.730,BAYAN SOKET,RIB ANKLE PURPLE
 07.Feb.2023,GECE,A0019,16.33,3.550,BAYAN PATİK,BAYAN KONC SIMLI CEMBER
 14.Feb.2023,GÜNDÜZ,A0016,10.83,3.410,PATİK,CODE 3P.XX SHORT
 18.Jan.2023,GECE,A0010,17.58,4.220,PATİK,CODE 3P.XX SHORT
 14.Feb.2023,GECE,A0003,16.17,4.320,PATİK,CODE 3P.XX SHORT
 01.Feb.2023,GÜNDÜZ,A0021,9.92,2.870,BAYAN PATİK,KISAKONC SİM ÇEMBER
 31.Jan.2023,GÜNDÜZ,A0015,9.08,3.220,KISA KONÇ,KISAKONC
 24.Jan.2023,GECE,A0010,16.50,4.310,PATİK,CODE 3P.XX SHORT
 22.Jan.2023,GECE,A0027,22.08,6.010,PATİK,CODE 3P.XX SHORT
 22.Jan.2023,GECE,A0007,24.58,5.380,SNİCKERS,2023-2
 06.Jan.2023,GECE,A0028,9.50,3.160,BAYAN SOKET,KRAL TACI
 16.Feb.2023,GECE,A0015,15.75,4.900,PATİK,CODE 3P.XX SHORT
 08.Feb.2023,GÜNDÜZ,A0034,13.00,0.000,ERKEK PATİK,CARERA PATİK
 13.Jan.2023,GECE,A0016,15.42,5.450,BAYAN SOKET,2023-1
 13.Feb.2023,GECE,A0015,15.50,4.890,PATİK,CODE 3P.XX SHORT
 16.Jan.2023,GÜNDÜZ,A0032,9.17,2.850,PATİK,CODE 3P.XX SHORT
 06.Feb.2023,GÜNDÜZ,A0021,8.42,2.580,BAYAN PATİK,KISAKONC SİM ÇEMBER
 23.Jan.2023,GÜNDÜZ,A0014,10.58,3.340,PATİK,CODE 3P.XX SHORT
 16.Jan.2023,GECE,A0024,12.33,2.820,SNİCKERS,2023-2
 17.Feb.2023,GÜNDÜZ,A0001,7.33,2.590,BAYAN SOKET,KALPLI SOKET
 02.Jan.2023,GECE,A0022,3.33,0.000,BAYAN SOKET,KALPLI 
 07.Feb.2023,GÜNDÜZ,A0013,9.67,3.500,KISA KONÇ,KISAKONC
 13.Jan.2023,GÜNDÜZ,A0008,7.00,2.880,BAYAN SOKET,DENIZ MAHSULLERİ
 09.Feb.2023,GECE,A0011,14.17,2.510,ÇETİK,CEMBERLI BABET
 20.Feb.2023,GECE,A0028,21.08,7.650,BAYAN SOKET,PUNALI SOKET
 30.Jan.2023,GÜNDÜZ,A0036,6.67,3.200,SOKET TENİS,SÜPERCITY TENIS
 31.Jan.2023,GECE,A0011,13.92,2.320,BAYAN BAMBU BABET,2023-3
 24.Jan.2023,GÜNDÜZ,A0002,8.33,2.790,BAYAN SOKET,ÇİÇEKLI
 17.Feb.2023,GECE,A0029,10.92,4.400,BAYAN SOKET,PUNALI SOKET
 05.Jan.2023,GECE,A0028,13.25,4.480,BAYAN SOKET,KRAL TACI
 17.Jan.2023,GÜNDÜZ,A0017,14.00,0.000,BAYAN PATİK,BAYAN SIMLI KARELI  PATIK
 22.Feb.2023,GECE,A0028,13.25,4.400,BAYAN SOKET,PUNALI SOKET
 22.Feb.2023,GECE,A0020,13.17,4.940,BAYAN SOKET,BAYAN SOKET DUZ
 25.Jan.2023,GECE,A0032,4.17,2.970,BAYAN ERKEK HAVLU,HAVLU TENIS
 24.Jan.2023,GÜNDÜZ,A0028,10.42,2.820,PATİK,CODE 3P.XX SHORT
 20.Jan.2023,GÜNDÜZ,A0023,8.42,2.000,SNİCKERS,2023-2
 16.Feb.2023,GÜNDÜZ,A0033,10.33,1.850,ÇETİK,ZIGZAG   BABET
 30.Jan.2023,GÜNDÜZ,A0027,10.92,3.400,KISA KONÇ,KISAKONC
 20.Feb.2023,GÜNDÜZ,A0004,4.00,0.000,BAYAN ERKEK KISAKONC HAVLU,TAM HAVLU KISA SOKET
 14.Feb.2023,GECE,A0004,13.00,0.000,ERKEK PATİK,CARERA PATİK
 10.Jan.2023,GÜNDÜZ,A0014,7.58,2.910,BAYAN SOKET,DALLI   PAPTYA
 10.Jan.2023,GECE,A0025,11.67,4.530,BAYAN SOKET,TEK ARI
 02.Jan.2023,GÜNDÜZ,A0032,8.50,3.350,BAYAN SOKET,DALSIZ PAPTYA
 26.Jan.2023,GÜNDÜZ,A0016,6.92,2.440,KISA KONÇ,KISAKONC
 02.Feb.2023,GÜNDÜZ,A0014,9.42,3.350,KISA KONÇ,KISAKONC
 17.Jan.2023,GÜNDÜZ,A0036,10.17,3.230,BAYAN SOKET,2023-1
 26.Jan.2023,GÜNDÜZ,A0030,9.00,2.820,KISA KONÇ,KISAKONC
 17.Jan.2023,GECE,A0035,11.67,4.580,BAYAN SOKET,TEK ARI
 20.Jan.2023,GÜNDÜZ,A0004,8.75,2.050,SNİCKERS,2023-2
 20.Feb.2023,GECE,A0025,23.00,11.760,ERKEK PATİK,CARERA PATİK
 06.Feb.2023,GÜNDÜZ,A0019,10.92,2.360,BAYAN PATİK,BAYAN KONC SIMLI CEMBER
 06.Feb.2023,GECE,A0014,15.33,5.390,KISA KONÇ,KISAKONC
 07.Feb.2023,GÜNDÜZ,A0032,7.42,4.500,SOKET TENİS,3P-TENİS HAVLU
 10.Feb.2023,GECE,A0016,27.25,8.330,PATİK,CODE 3P.XX SHORT
 03.Jan.2023,GÜNDÜZ,A0021,7.83,2.860,BAYAN SOKET,FLORAL ANKLE
 09.Jan.2023,GÜNDÜZ,A0028,8.92,2.810,BAYAN SOKET,MANTAR DESEN
 27.Jan.2023,GECE,A0032,1.42,1.000,BAYAN ERKEK HAVLU,HAVLU TENIS
 31.Jan.2023,GÜNDÜZ,A0003,10.42,2.860,PATİK,CODE 3P.XX SHORT
 31.Jan.2023,GECE,A0021,14.83,4.130,BAYAN PATİK,KISAKONC SİM ÇEMBER
 06.Feb.2023,GÜNDÜZ,A0009,10.00,2.220,BAYAN PATİK,D
 02.Feb.2023,GÜNDÜZ,A0013,9.92,3.320,PATİK,CODE 3P.XX SHORT
 25.Jan.2023,GECE,A0026,19.00,0.000,BAYAN PATİK,BAYAN KÜÇÜK NOKTA
 01.Feb.2023,GECE,A0020,17.08,4.760,PATİK,CODE 3P.XX SHORT
 07.Feb.2023,GECE,A0015,15.17,5.410,KISA KONÇ,KISAKONC
 16.Jan.2023,GÜNDÜZ,A0002,7.50,2.960,BAYAN SOKET,FLORAL ANKLE
 22.Feb.2023,GÜNDÜZ,A0018,7.00,0.000,BAYAN PATİK,SİM CEMBER PATİK
 03.Feb.2023,GECE,A0032,2.42,1.600,BAYAN ERKEK HAVLU,HAVLU TENIS
 07.Feb.2023,GÜNDÜZ,A0018,14.00,0.000,BAYAN PATİK,KARE SIMLI PATİK
 13.Jan.2023,GECE,A0034,8.00,0.000,ERKEK PATİK,CARERA PATİK
 01.Feb.2023,GÜNDÜZ,A0026,13.00,0.000,BAYAN PATİK,BAYAN KÜÇÜK NOKTA
 18.Jan.2023,GÜNDÜZ,A0030,11.75,3.020,PATİK,CODE 3P.XX SHORT
 27.Jan.2023,GÜNDÜZ,A0031,8.33,1.480,BAYAN BAMBU BABET,2023-3
 20.Feb.2023,GÜNDÜZ,A0022,52.67,14.500,BAYAN SOKET,CEMBERLI YILDIZLI PATİK
 19.Jan.2023,GECE,A0006,15.00,0.000,ERKEK PATİK,CARERA PATİK
 30.Jan.2023,GECE,A0019,24.75,5.410,BAYAN PATİK,BAYAN KONC SIMLI CEMBER
 03.Feb.2023,GÜNDÜZ,A0007,8.17,1.380,ÇETİK,CEMBERLI BABET
 13.Jan.2023,GÜNDÜZ,A0018,12.00,0.000,BAYAN PATİK,BAYAN SIMLI PUANLI PATIK
 14.Feb.2023,GÜNDÜZ,A0030,8.33,3.150,BAYAN SOKET,KALPLI SOKET
 27.Jan.2023,GÜNDÜZ,A0016,9.33,3.260,KISA KONÇ,KISAKONC
 02.Jan.2023,GECE,A0030,11.58,4.110,BAYAN SOKET,POLKA DOTA ANKLE BLUE
 24.Jan.2023,GÜNDÜZ,A0023,10.50,2.480,SNİCKERS,2023-2
 08.Feb.2023,GÜNDÜZ,A0009,9.92,2.160,BAYAN PATİK,D
 06.Feb.2023,GECE,A0027,15.92,4.420,PATİK,CODE 3P.XX SHORT
 07.Feb.2023,GECE,A0018,18.00,0.000,BAYAN PATİK,KARE SIMLI PATİK
 18.Jan.2023,GÜNDÜZ,A0033,45.50,8.250,BAYAN BAMBU BABET,2023-3
 09.Jan.2023,GÜNDÜZ,A0020,8.42,2.880,BAYAN SOKET,3 LU DERBILI PURPLE/PINK
 21.Feb.2023,GECE,A0008,10.92,7.130,SOKET TENİS,3P-TENİS HAVLU
 06.Feb.2023,GECE,A0008,12.25,2.270,ÇETİK,KAMUFLAJ  BABET
 02.Feb.2023,GECE,A0010,12.75,4.330,BAYAN SOKET,WHITE HEEL TOE ANKLE
 07.Feb.2023,GECE,A0009,16.58,3.590,BAYAN PATİK,D
 16.Feb.2023,GECE,A0024,13.67,2.490,BAYAN BAMBU BABET,2023-3
 31.Jan.2023,GECE,A0006,15.00,0.000,ERKEK PATİK,CARERA PATİK
 17.Feb.2023,GECE,A0030,11.25,4.240,BAYAN SOKET,KALPLI SOKET
 17.Jan.2023,GÜNDÜZ,A0029,13.25,3.220,PATİK,CODE 3P.XX SHORT
 03.Feb.2023,GÜNDÜZ,A0004,2.50,0.880,KISA KONÇ,KISAKONC
 18.Jan.2023,GECE,A0004,14.75,3.480,SNİCKERS,2023-2
 15.Feb.2023,GECE,A0014,25.67,8.120,PATİK,CODE 3P.XX SHORT
 08.Feb.2023,GECE,A0006,13.00,0.000,ERKEK PATİK,CARERA PATİK
 16.Jan.2023,GÜNDÜZ,A0031,10.08,1.740,ÇETİK,3PK LOW CUT NO SHOW SOCKS
 16.Jan.2023,GÜNDÜZ,A0008,9.42,1.980,SNİCKERS,2023-2
 01.Feb.2023,GECE,A0022,15.00,3.450,SNİCKERS,2023-2
 25.Jan.2023,GECE,A0003,15.25,4.280,PATİK,CODE 3P.XX SHORT
 08.Jan.2023,GÜNDÜZ,A0018,28.00,0.000,BAYAN PATİK,BAYAN SIMLI PUANLI PATIK
 24.Jan.2023,GÜNDÜZ,A0036,7.50,3.050,BAYAN SOKET,BRETTY KARAKTER
 31.Jan.2023,GÜNDÜZ,A0011,9.08,1.520,BAYAN BAMBU BABET,2023-3
 16.Feb.2023,GECE,A0014,15.33,4.820,PATİK,CODE 3P.XX SHORT
 08.Jan.2023,GÜNDÜZ,A0033,9.00,3.620,BAYAN SOKET,DENIZ MAHSULLERİ
 07.Feb.2023,GECE,A0014,14.83,5.210,KISA KONÇ,KISAKONC
 24.Jan.2023,GECE,A0003,14.50,4.070,PATİK,CODE 3P.XX SHORT
 08.Feb.2023,GECE,A0016,15.67,4.780,PATİK,CODE 3P.XX SHORT
 08.Feb.2023,GECE,A0030,11.42,4.260,BAYAN SOKET,KALPLI SOKET
 01.Feb.2023,GÜNDÜZ,A0002,4.08,1.550,BAYAN SOKET,COK ÇİÇEKLİ
 07.Feb.2023,GECE,A0028,10.75,3.730,BAYAN SOKET,PUNALI SOKET
 03.Feb.2023,GÜNDÜZ,A0029,7.17,2.410,BAYAN SOKET,WHITE HEEL TOE ANKLE
 11.Jan.2023,GECE,A0028,12.83,4.150,BAYAN SOKET,MANTAR DESEN
 12.Jan.2023,GECE,A0018,19.00,0.000,BAYAN PATİK,BAYAN SIMLI PUANLI PATIK
 06.Feb.2023,GÜNDÜZ,A0004,10.33,3.590,KISA KONÇ,KISAKONC
 06.Jan.2023,GECE,A0015,15.08,5.270,BAYAN SOKET,2023-1
 15.Feb.2023,GECE,A0029,18.42,6.950,BAYAN SOKET,PUNALI SOKET
 09.Jan.2023,GECE,A0005,11.67,4.650,BAYAN SOKET,MAVI COKLU ARI
 22.Jan.2023,GECE,A0004,25.42,7.990,PATİK,CODE 3P.XX SHORT
 08.Jan.2023,GÜNDÜZ,A0005,18.75,7.390,BAYAN SOKET,MAVI COKLU ARI
 02.Feb.2023,GÜNDÜZ,A0033,9.25,1.680,BAYAN BAMBU BABET,2023-3
 14.Feb.2023,GECE,A0020,11.33,3.780,BAYAN SOKET,CEMBERLI SOKET
 13.Feb.2023,GECE,A0029,11.42,4.290,BAYAN SOKET,PUNALI SOKET
 02.Jan.2023,GÜNDÜZ,A0005,9.17,3.620,BAYAN SOKET,MAVI COKLU ARI
 17.Feb.2023,GÜNDÜZ,A0018,10.00,0.000,BAYAN PATİK,DERBILI NOKTALI
 01.Feb.2023,GECE,A0021,14.00,4.020,BAYAN PATİK,KISAKONC SİM ÇEMBER
 24.Jan.2023,GECE,A0016,15.00,4.610,PATİK,CODE 3P.XX SHORT
 24.Jan.2023,GECE,A0036,11.50,4.770,BAYAN SOKET,BRETTY KARAKTER
 08.Feb.2023,GÜNDÜZ,A0021,9.50,2.900,BAYAN PATİK,KISAKONC SİM ÇEMBER
 06.Jan.2023,GECE,A0012,17.17,4.920,KISA KONÇ,BRK-2
 01.Feb.2023,GÜNDÜZ,A0010,8.75,2.920,BAYAN SOKET,WHITE HEEL TOE ANKLE
 04.Jan.2023,GECE,A0030,32.67,11.890,BAYAN SOKET,POLKA DOTA ANKLE BLUE
 16.Jan.2023,GÜNDÜZ,A0010,11.75,2.830,PATİK,CODE 3P.XX SHORT
 07.Feb.2023,GECE,A0004,8.42,3.240,KISA KONÇ,KISAKONC
 09.Jan.2023,GECE,A0033,11.17,4.500,BAYAN SOKET,DENIZ MAHSULLERİ
 31.Jan.2023,GÜNDÜZ,A0034,13.00,0.000,ERKEK PATİK,CARERA PATİK
 09.Feb.2023,GÜNDÜZ,A0019,2.08,0.450,BAYAN PATİK,BAYAN KONC SIMLI CEMBER
 07.Feb.2023,GÜNDÜZ,A0016,10.25,3.640,KISA KONÇ,KISAKONC
 05.Feb.2023,GECE,A0004,22.00,7.700,KISA KONÇ,KISAKONC
 23.Jan.2023,GÜNDÜZ,A0007,10.58,2.290,SNİCKERS,2023-2
 30.Jan.2023,GECE,A0005,12.75,6.440,SOKET TENİS,3P-TENİS HAVLU
 13.Jan.2023,GECE,A0007,3.92,0.810,SNİCKERS,2023-2
 08.Jan.2023,GÜNDÜZ,A0036,24.00,8.280,BAYAN SOKET,2023-1
 16.Jan.2023,GÜNDÜZ,A0004,10.00,2.370,SNİCKERS,2023-2
 13.Jan.2023,GECE,A0021,11.00,4.040,BAYAN SOKET,FLORAL ANKLE
 11.Jan.2023,GECE,A0016,15.33,5.500,BAYAN SOKET,2023-1
 22.Jan.2023,GECE,A0031,22.58,3.860,BAYAN BAMBU BABET,2023-3
 25.Jan.2023,GECE,A0008,14.25,2.970,SNİCKERS,2023-2
 09.Jan.2023,GECE,A0032,4.58,1.780,BAYAN SOKET,DALSIZ PAPTYA
 18.Jan.2023,GÜNDÜZ,A0020,8.08,2.840,BAYAN SOKET,RIB ANKLE PURPLE
 21.Feb.2023,GÜNDÜZ,A0006,9.00,0.000,BAYAN ERKEK KISAKONC HAVLU,TAM HAVLU KISA SOKET
